AMPLITUDE,,,,,,AMPLITUDE,,,,,,AMPLITUDE,,,,,,AMPLITUDE,,,,,,,,,,,PHASE,,,,,,PHASE,,,,,,PHASE,,,,,,PHASE,,,,,,,,,,,,,,,,,,,,
Frequency(Hz),Gen,R,L,C,,Frequency(Hz),Gen,R,L,C,,Frequency(Hz),Gen(V),R,L,C,,Frequency(Hz),Gen(V),R,L,C,, σ_gen,σ_R,σ_L,σ_C,,Frequency(Hz),Gen(rad),R,L,C,,Frequency(Hz),Gen(rad),R,L,C,,Frequency(Hz),Gen(rad),R,L,C,,Frequency(Hz),Gen(rad),R,L,C,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.304,3.2,0.336,3.983,0.725,,,,,,,,,,,,,,,,,,,,,,,,,39999.304,3.2,0.336,3.983,0.725,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.154,0.29,5.257,1.021,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.154,0.29,5.257,1.021,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.246,3.198,0.336,3.98,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.246,3.198,0.336,3.98,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.649,0.276,5.25,1.009,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.649,0.276,5.25,1.009,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.154,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.154,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.937,0.293,5.258,1.026,4.648,,,,,,,,,,,,,,,,,,,,,,,,,39998.937,0.293,5.258,1.026,4.648,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.649,3.181,0.336,3.957,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.649,3.181,0.336,3.957,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.038,0.284,5.253,1.017,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39999.038,0.284,5.253,1.017,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.937,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.937,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.114,0.279,5.252,1.012,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39999.114,0.279,5.252,1.012,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.038,3.19,0.336,3.969,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.038,3.19,0.336,3.969,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.873,0.293,5.259,1.027,4.649,,,,,,,,,,,,,,,,,,,,,,,,,39998.873,0.293,5.259,1.027,4.649,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.114,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.114,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39997.758,0.28,5.251,1.011,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39997.758,0.28,5.251,1.011,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.873,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.873,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.057,0.285,5.254,1.017,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39999.057,0.285,5.254,1.017,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39997.758,3.182,0.336,3.955,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39997.758,3.182,0.336,3.955,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.288,0.292,5.258,1.025,4.648,,,,,,,,,,,,,,,,,,,,,,,,,39999.288,0.292,5.258,1.025,4.648,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.057,3.191,0.336,3.97,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.057,3.191,0.336,3.97,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.761,0.276,5.25,1.009,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.761,0.276,5.25,1.009,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.288,3.199,0.336,3.98,0.725,,,,,,,,,,,,,,,,,,,,,,,,,39999.288,3.199,0.336,3.98,0.725,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.098,0.278,5.251,1.011,4.639,,,,,,,,,,,,,,,,,,,,,,,,,39999.098,0.278,5.251,1.011,4.639,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.761,3.182,0.336,3.958,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.761,3.182,0.336,3.958,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.774,0.272,5.249,1.006,4.637,,,,,,,,,,,,,,,,,,,,,,,,,39998.774,0.272,5.249,1.006,4.637,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.098,3.185,0.336,3.959,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.098,3.185,0.336,3.959,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.804,0.276,5.25,1.009,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.804,0.276,5.25,1.009,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.774,3.179,0.336,3.953,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.774,3.179,0.336,3.953,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.136,0.287,5.256,1.021,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.136,0.287,5.256,1.021,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.804,3.182,0.336,3.957,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.804,3.182,0.336,3.957,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.127,0.283,5.254,1.016,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39999.127,0.283,5.254,1.016,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.136,3.193,0.336,3.974,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.136,3.193,0.336,3.974,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.146,0.291,5.258,1.023,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.146,0.291,5.258,1.023,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.127,3.19,0.336,3.968,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.127,3.19,0.336,3.968,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.502,0.291,5.258,1.024,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39998.502,0.291,5.258,1.024,4.647,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.146,3.197,0.336,3.978,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.146,3.197,0.336,3.978,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39997.595,0.27,5.247,1.001,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39997.595,0.27,5.247,1.001,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.502,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.502,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.112,0.281,5.253,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39999.112,0.281,5.253,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39997.595,3.172,0.336,3.941,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39997.595,3.172,0.336,3.941,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.151,0.287,5.255,1.02,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.151,0.287,5.255,1.02,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.112,3.188,0.336,3.965,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.112,3.188,0.336,3.965,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.918,0.279,5.252,1.011,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.918,0.279,5.252,1.011,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.151,3.193,0.336,3.973,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.151,3.193,0.336,3.973,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.247,0.283,5.253,1.016,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39999.247,0.283,5.253,1.016,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.918,3.185,0.336,3.961,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.918,3.185,0.336,3.961,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.82,0.275,5.25,1.008,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.82,0.275,5.25,1.008,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.247,3.19,0.336,3.968,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.247,3.19,0.336,3.968,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.006,0.285,5.254,1.017,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39999.006,0.285,5.254,1.017,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.82,3.182,0.336,3.956,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.82,3.182,0.336,3.956,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.199,0.288,5.255,1.02,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.199,0.288,5.255,1.02,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.006,3.191,0.336,3.97,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.006,3.191,0.336,3.97,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.148,0.269,5.248,1.003,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.148,0.269,5.248,1.003,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.199,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.199,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.061,0.281,5.253,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39999.061,0.281,5.253,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.148,3.174,0.336,3.946,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.148,3.174,0.336,3.946,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.261,0.287,5.255,1.02,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.261,0.287,5.255,1.02,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.061,3.188,0.336,3.965,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.061,3.188,0.336,3.965,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.187,0.287,5.256,1.02,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.187,0.287,5.256,1.02,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.261,3.193,0.336,3.973,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.261,3.193,0.336,3.973,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.045,0.283,5.254,1.016,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39999.045,0.283,5.254,1.016,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.187,3.194,0.336,3.973,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.187,3.194,0.336,3.973,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.318,0.293,5.26,1.027,4.649,,,,,,,,,,,,,,,,,,,,,,,,,39999.318,0.293,5.26,1.027,4.649,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.045,3.19,0.336,3.968,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.045,3.19,0.336,3.968,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.241,0.277,5.25,1.011,4.639,,,,,,,,,,,,,,,,,,,,,,,,,39999.241,0.277,5.25,1.011,4.639,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.318,3.2,0.337,3.983,0.725,,,,,,,,,,,,,,,,,,,,,,,,,39999.318,3.2,0.337,3.983,0.725,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.459,0.273,5.248,1.005,4.636,,,,,,,,,,,,,,,,,,,,,,,,,39998.459,0.273,5.248,1.005,4.636,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.241,3.184,0.336,3.96,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.241,3.184,0.336,3.96,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.643,0.271,5.248,1.003,4.636,,,,,,,,,,,,,,,,,,,,,,,,,39998.643,0.271,5.248,1.003,4.636,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.459,3.178,0.336,3.952,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.459,3.178,0.336,3.952,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.122,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.122,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.643,3.177,0.336,3.95,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.643,3.177,0.336,3.95,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.159,0.285,5.254,1.018,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39999.159,0.285,5.254,1.018,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.122,3.194,0.336,3.975,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.122,3.194,0.336,3.975,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.457,0.286,5.255,1.018,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39998.457,0.286,5.255,1.018,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.159,3.191,0.336,3.97,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.159,3.191,0.336,3.97,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.621,0.268,5.247,1.003,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.621,0.268,5.247,1.003,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.457,3.189,0.336,3.968,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.457,3.189,0.336,3.968,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.806,0.276,5.249,1.009,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.806,0.276,5.249,1.009,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.621,3.174,0.336,3.947,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.621,3.174,0.336,3.947,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.316,0.292,5.259,1.026,4.648,,,,,,,,,,,,,,,,,,,,,,,,,39999.316,0.292,5.259,1.026,4.648,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.806,3.182,0.336,3.958,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.806,3.182,0.336,3.958,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.184,0.286,5.255,1.018,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.184,0.286,5.255,1.018,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.316,3.198,0.336,3.981,0.725,,,,,,,,,,,,,,,,,,,,,,,,,39999.316,3.198,0.336,3.981,0.725,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.992,0.283,5.253,1.015,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39998.992,0.283,5.253,1.015,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.184,3.192,0.336,3.971,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.184,3.192,0.336,3.971,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.889,0.28,5.252,1.012,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.889,0.28,5.252,1.012,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.992,3.189,0.336,3.967,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.992,3.189,0.336,3.967,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.988,0.284,5.254,1.017,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39998.988,0.284,5.254,1.017,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.889,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.889,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.747,0.281,5.252,1.013,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.747,0.281,5.252,1.013,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.988,3.19,0.336,3.969,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.988,3.19,0.336,3.969,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.995,0.266,5.247,1,4.634,,,,,,,,,,,,,,,,,,,,,,,,,39998.995,0.266,5.247,1,4.634,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.747,3.186,0.336,3.963,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.747,3.186,0.336,3.963,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39997.684,0.269,5.247,1.002,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39997.684,0.269,5.247,1.002,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.995,3.174,0.336,3.944,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.995,3.174,0.336,3.944,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.636,0.265,5.247,0.998,4.634,,,,,,,,,,,,,,,,,,,,,,,,,39998.636,0.265,5.247,0.998,4.634,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39997.684,3.173,0.336,3.943,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39997.684,3.173,0.336,3.943,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.769,0.283,5.254,1.018,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39998.769,0.283,5.254,1.018,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.636,3.173,0.336,3.943,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.636,3.173,0.336,3.943,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.946,0.28,5.252,1.013,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.946,0.28,5.252,1.013,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.769,3.188,0.336,3.967,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.769,3.188,0.336,3.967,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.538,0.267,5.247,1,4.634,,,,,,,,,,,,,,,,,,,,,,,,,39998.538,0.267,5.247,1,4.634,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.946,3.186,0.336,3.964,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.946,3.186,0.336,3.964,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.641,0.268,5.247,1.004,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.641,0.268,5.247,1.004,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.538,3.173,0.336,3.944,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.538,3.173,0.336,3.944,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.758,0.275,5.25,1.008,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.758,0.275,5.25,1.008,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.641,3.175,0.336,3.948,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.641,3.175,0.336,3.948,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.691,0.278,5.25,1.009,4.639,,,,,,,,,,,,,,,,,,,,,,,,,39998.691,0.278,5.25,1.009,4.639,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.758,3.181,0.336,3.956,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.758,3.181,0.336,3.956,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.018,0.29,5.256,1.021,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.018,0.29,5.256,1.021,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.691,3.183,0.336,3.958,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.691,3.183,0.336,3.958,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.404,0.271,5.249,1.005,4.636,,,,,,,,,,,,,,,,,,,,,,,,,39998.404,0.271,5.249,1.005,4.636,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.018,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.018,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.733,0.27,5.248,1.003,4.636,,,,,,,,,,,,,,,,,,,,,,,,,39998.733,0.27,5.248,1.003,4.636,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.404,3.177,0.336,3.952,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.404,3.177,0.336,3.952,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.761,0.277,5.251,1.01,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.761,0.277,5.251,1.01,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.733,3.177,0.336,3.95,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.733,3.177,0.336,3.95,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.114,0.291,5.258,1.024,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39999.114,0.291,5.258,1.024,4.647,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.761,3.182,0.336,3.958,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.761,3.182,0.336,3.958,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.861,0.281,5.252,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.861,0.281,5.252,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.114,3.196,0.336,3.979,0.725,,,,,,,,,,,,,,,,,,,,,,,,,39999.114,3.196,0.336,3.979,0.725,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.342,0.28,5.252,1.013,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.342,0.28,5.252,1.013,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.861,3.187,0.336,3.965,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.861,3.187,0.336,3.965,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.167,0.289,5.257,1.023,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.167,0.289,5.257,1.023,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.342,3.185,0.336,3.96,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.342,3.185,0.336,3.96,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.152,0.284,5.254,1.017,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39999.152,0.284,5.254,1.017,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.167,3.196,0.336,3.978,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.167,3.196,0.336,3.978,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.22,0.293,5.259,1.027,4.648,,,,,,,,,,,,,,,,,,,,,,,,,39999.22,0.293,5.259,1.027,4.648,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.152,3.19,0.336,3.97,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.152,3.19,0.336,3.97,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.865,0.265,5.246,0.999,4.633,,,,,,,,,,,,,,,,,,,,,,,,,39998.865,0.265,5.246,0.999,4.633,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.22,3.199,0.337,3.982,0.725,,,,,,,,,,,,,,,,,,,,,,,,,39999.22,3.199,0.337,3.982,0.725,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.942,0.279,5.252,1.012,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.942,0.279,5.252,1.012,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.865,3.173,0.336,3.944,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.865,3.173,0.336,3.944,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.976,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.976,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.942,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.942,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.663,0.278,5.251,1.012,4.639,,,,,,,,,,,,,,,,,,,,,,,,,39998.663,0.278,5.251,1.012,4.639,,,,,,,,,,,,,,,,
